county,category,taxonomic_group,taxonomic_subgroup,scientific_name,common_name,ny_listing_status,federal_listing_status
Warren,Plant,Flowering Plants,Other Flowering Plants,Linum striatum,Stiff Yellow Flax,Rare,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Persicaria careyi,Carey's Smartweed,Endangered,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Polygonum erectum,Erect Knotweed,not listed,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Potamogeton confervoides,Algae-like Pondweed,Rare,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Potamogeton hillii,Hill's Pondweed,Threatened,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Pyrola asarifolia ssp. asarifolia,Pink Wintergreen,Threatened,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Rhododendron canadense,Rhodora,Threatened,not listed
Warren,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. pubescens,Large Yellow Lady's Slipper,not listed,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Rosa acicularis ssp. sayi,Prickly Rose,Endangered,not listed
Warren,Plant,Flowering Plants,Orchids,Triphora trianthophoros ssp. trianthophoros,Nodding Pogonia,Threatened,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Scheuchzeria palustris,Pod Grass,Rare,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Sparganium natans,Small Bur-reed,Threatened,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Triantha glutinosa,Sticky False Asphodel,Endangered,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Ulmus thomasii,Cork Elm,Threatened,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Utricularia radiata,Small Floating Bladderwort,Threatened,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Violet,Endangered,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Viola novae-angliae,New England Violet,Endangered,not listed
Warren,Plant,Flowering Plants,Sedges,Carex bicknellii,Bicknell's Sedge,Rare,not listed
Warren,Plant,Flowering Plants,Sedges,Carex buxbaumii,Brown Bog Sedge,Threatened,not listed
Warren,Plant,Flowering Plants,Sedges,Carex chordorrhiza,Creeping Sedge,Threatened,not listed
Warren,Plant,Flowering Plants,Sedges,Carex crawei,Crawe's Sedge,Threatened,not listed
Warren,Plant,Flowering Plants,Sedges,Carex cumulata,Clustered Sedge,Threatened,not listed
Warren,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. makasin,Small Northern Yellow Lady's Slipper,not listed,not listed
Warren,Plant,Flowering Plants,Sedges,Carex garberi,Elk Sedge,Endangered,not listed
Warren,Plant,Flowering Plants,Sedges,Carex houghtoniana,Houghton's Sedge,Threatened,not listed
Warren,Plant,Flowering Plants,Sedges,Carex merritt-fernaldii,Fernald's Sedge,Threatened,not listed
Warren,Plant,Flowering Plants,Sedges,Carex nigra,Black Sedge,Endangered,not listed
Warren,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,Threatened,not listed
Warren,Plant,Flowering Plants,Sedges,Carex tenuiflora,Sparse-flowered Sedge,Endangered,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Hedeoma hispida,Rough Pennyroyal,Threatened,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Myriophyllum alterniflorum,Alternate-flowered Water Milfoil,Threatened,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,Rare,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Rorippa aquatica,Lake Cress,Threatened,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Polygonum buxiforme,Small's Knotweed,Endangered,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort,Rare,not listed
Warren,Plant,Flowering Plants,Sedges,Scleria triglomerata,Whip Nut Sedge,Endangered,not listed
Warren,Plant,Flowering Plants,Sedges,Rhynchospora fusca,Sooty Beak Sedge,Rare,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Subularia aquatica ssp. americana,Water Awlwort,Endangered,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Borodinia missouriensis,Green Rock Cress,Threatened,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Viola primulifolia var. primulifolia,Primrose-leaved Violet,Threatened,not listed
Warren,Plant,Flowering Plants,Other Flowering Plants,Potamogeton strictifolius,Straight-leaved Pondweed,Endangered,not listed
Warren,Plant,Flowering Plants,Sedges,Cyperus subsquarrosus,Dwarf Bulrush,Endangered,not listed
Warren,Plant,Mosses,Other Mosses,Meesia triquetra,Three-leaved thread moss,not listed,not listed
Warren,Plant,Mosses,Other Mosses,Scorpidium scorpioides,Scorpion feather moss,not listed,not listed
Warren,Plant,Mosses,Peat Mosses,Sphagnum subfulvum,Pale Peat Moss,not listed,not listed
Warren,Plant,Mosses,Other Mosses,Pseudotaxiphyllum distichaceum,Two-ranked moss,not listed,not listed
Washington,Animal,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog,Game with open season,not listed
Washington,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog,Game with open season,not listed
Washington,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog,Game with open season,not listed
Washington,Animal,Amphibians,Frogs and Toads,Lithobates pipiens,Northern Leopard Frog,Game with open season,not listed
Washington,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog,Game with open season,not listed
Washington,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper,Game with open season,not listed
Washington,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum,Jefferson Salamander,Special Concern,not listed
Washington,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum x laterale,Jefferson Salamander Complex,Game with no open season,not listed
Washington,Animal,Amphibians,Salamanders,Ambystoma laterale,Blue-spotted Salamander,Special Concern,not listed
Washington,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander,Game with no open season,not listed
Washington,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander,Game with no open season,not listed
Washington,Animal,Amphibians,Salamanders,Eurycea bislineata,Northern Two-lined Salamander,Game with no open season,not listed
Washington,Animal,Amphibians,Salamanders,Gyrinophilus porphyriticus,Spring Salamander,Game with no open season,not listed
Washington,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog,Game with open season,not listed
Washington,Animal,Amphibians,Salamanders,Hemidactylium scutatum,Four-toed Salamander,Game with no open season,not listed
Washington,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander,Game with no open season,not listed
Washington,Animal,Amphibians,Frogs and Toads,Anaxyrus fowleri,Fowler's Toad,Game with open season,not listed
Washington,Animal,Amphibians,Frogs and Toads,Anaxyrus americanus,American Toad,Game with open season,not listed
Washington,Animal,Amphibians,Salamanders,Notophthalmus viridescens,Eastern Newt,Game with no open season,not listed
Washington,Animal,Animal Assemblages,Animal Assemblages,Raptor Winter Concentration Area,Raptor Winter Concentration Area,not applicable,not applicable
Washington,Animal,Birds,"Ducks, Geese, Waterfowl",Anas strepera,Gadwall,Protected Bird - Game with open season,not listed
Washington,Animal,Birds,"Ducks, Geese, Waterfowl",Branta canadensis,Canada Goose,Protected Bird - Game with open season,not listed
Washington,Animal,Birds,"Ducks, Geese, Waterfowl",Cygnus olor,Mute Swan,Protected Bird,not listed
Washington,Animal,Birds,"Ducks, Geese, Waterfowl",Lophodytes cucullatus,Hooded Merganser,Protected Bird - Game with open season,not listed
Washington,Animal,Birds,"Ducks, Geese, Waterfowl",Mergus merganser,Common Merganser,Protected Bird - Game with open season,not listed
Washington,Animal,Birds,Finches and Crossbills,Coccothraustes vespertinus,Evening Grosbeak,Protected Bird,not listed
Washington,Animal,Birds,Finches and Crossbills,Haemorhous mexicanus,House Finch,Protected Bird,not listed
Washington,Animal,Birds,Finches and Crossbills,Haemorhous purpureus,Purple Finch,Protected Bird,not listed
Washington,Animal,Birds,Finches and Crossbills,Spinus pinus,Pine Siskin,Protected Bird,not listed
Washington,Animal,Birds,Finches and Crossbills,Spinus tristis,American Goldfinch,Protected Bird,not listed
Washington,Animal,Birds,Flycatchers,Contopus cooperi,Olive-sided Flycatcher,Protected Bird,not listed
Washington,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee,Protected Bird,not listed
Washington,Animal,Birds,Flycatchers,Empidonax alnorum,Alder Flycatcher,Protected Bird,not listed
Washington,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher,Protected Bird,not listed
Washington,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher,Protected Bird,not listed
Washington,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher,Protected Bird,not listed
Washington,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe,Protected Bird,not listed
Washington,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird,Protected Bird,not listed
Washington,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher,Protected Bird,not listed
Washington,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,Threatened,not listed
Washington,Animal,Birds,"Grouse, Pheasants, Turkeys",Bonasa umbellus,Ruffed Grouse,Protected Bird - Game with open season,not listed
Washington,Animal,Birds,"Grouse, Pheasants, Turkeys",Meleagris gallopavo,Wild Turkey,Protected Bird - Game with open season,not listed
Washington,Animal,Birds,"Grouse, Pheasants, Turkeys",Phasianus colchicus,Ring-necked Pheasant,Protected Bird - Game with open season,not listed
Washington,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Actitis macularius,Spotted Sandpiper,Protected Bird,not listed
Washington,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,Threatened,not listed
Washington,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius vociferus,Killdeer,Protected Bird,not listed
Washington,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Gallinago delicata,Wilson's Snipe,Protected Bird - Game with open season,not listed
Washington,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Hydroprogne caspia,Caspian Tern,Protected Bird,not listed
Washington,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Larus argentatus,Herring Gull,Protected Bird,not listed
Washington,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Larus marinus,Great Black-backed Gull,Protected Bird,not listed
Washington,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Scolopax minor,American Woodcock,Protected Bird - Game with open season,not listed
Washington,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk,Special Concern,not listed
Washington,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter gentilis,Northern Goshawk,Special Concern,not listed
Washington,Animal,Birds,Wrens,Troglodytes hiemalis,Winter Wren,Protected Bird,not listed
Washington,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird,Protected Bird,not listed
Washington,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink,Protected Bird,not listed
Washington,Animal,Birds,Blackbirds and Orioles,Icterus galbula,Baltimore Oriole,Protected Bird,not listed
Washington,Animal,Birds,Blackbirds and Orioles,Icterus spurius,Orchard Oriole,Protected Bird,not listed
Washington,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,Protected Bird,not listed
Washington,Animal,Birds,Blackbirds and Orioles,Quiscalus quiscula,Common Grackle,Protected Bird,not listed
Washington,Animal,Birds,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark,Protected Bird,not listed
Washington,Animal,Birds,Cardinals and Buntings,Cardinalis cardinalis,Northern Cardinal,Protected Bird,not listed
Washington,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Bunting,Protected Bird,not listed
Washington,Animal,Birds,Cardinals and Buntings,Pheucticus ludovicianus,Rose-breasted Grosbeak,Protected Bird,not listed
Washington,Animal,Birds,Cardinals and Buntings,Piranga olivacea,Scarlet Tanager,Protected Bird,not listed
Washington,Animal,Birds,Chickadees and Titmice,Baeolophus bicolor,Tufted Titmouse,Protected Bird,not listed
Washington,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,Protected Bird,not listed
Washington,Animal,Birds,Creepers,Certhia americana,Brown Creeper,Protected Bird,not listed
Washington,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow,Protected Bird - Game with open season,not listed
Washington,Animal,Birds,Crows and Jays,Corvus corax,Common Raven,Protected Bird,not listed
Washington,Animal,Birds,Crows and Jays,Corvus ossifragus,Fish Crow,Protected Bird - Game with open season,not listed
Washington,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay,Protected Bird,not listed
Washington,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo,Protected Bird,not listed
Washington,Animal,Birds,Cuckoos,Coccyzus erythropthalmus,Black-billed Cuckoo,Protected Bird,not listed
Washington,Animal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Wood Duck,Protected Bird - Game with open season,not listed
Washington,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos,Mallard,Protected Bird - Game with open season,not listed
Washington,Animal,Birds,"Ducks, Geese, Waterfowl",Anas rubripes,American Black Duck,Protected Bird - Game with open season,not listed
Washington,Animal,Birds,Vireos,Vireo olivaceus,Red-eyed Vireo,Protected Bird,not listed
Washington,Animal,Birds,Vireos,Vireo solitarius,Blue-headed Vireo,Protected Bird,not listed
Washington,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing,Protected Bird,not listed
Washington,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker,Protected Bird,not listed
Washington,Animal,Birds,Woodpeckers,Dryocopus pileatus,Pileated Woodpecker,Protected Bird,not listed
Washington,Animal,Birds,Woodpeckers,Melanerpes carolinus,Red-bellied Woodpecker,Protected Bird,not listed
Washington,Animal,Birds,Woodpeckers,Melanerpes erythrocephalus,Red-headed Woodpecker,Special Concern,not listed
Washington,Animal,Birds,Woodpeckers,Picoides pubescens,Downy Woodpecker,Protected Bird,not listed
Washington,Animal,Birds,Woodpeckers,Picoides villosus,Hairy Woodpecker,Protected Bird,not listed
Washington,Animal,Birds,Woodpeckers,Sphyrapicus varius,Yellow-bellied Sapsucker,Protected Bird,not listed
Washington,Animal,Birds,Wood-Warblers,Cardellina canadensis,Canada Warbler,Protected Bird,not listed
Washington,Animal,Birds,Wood-Warblers,Geothlypis philadelphia,Mourning Warbler,Protected Bird,not listed
Washington,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat,Protected Bird,not listed
Washington,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler,Protected Bird,not listed
Washington,Animal,Birds,Wood-Warblers,Oreothlypis ruficapilla,Nashville Warbler,Protected Bird,not listed
Washington,Animal,Birds,Wood-Warblers,Parkesia motacilla,Louisiana Waterthrush,Protected Bird,not listed
Washington,Animal,Birds,Wood-Warblers,Parkesia noveboracensis,Northern Waterthrush,Protected Bird,not listed
Washington,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,Threatened,not listed
Washington,Animal,Birds,Wood-Warblers,Seiurus aurocapilla,Ovenbird,Protected Bird,not listed
Washington,Animal,Birds,Wood-Warblers,Setophaga caerulescens,Black-throated Blue Warbler,Protected Bird,not listed
Washington,Animal,Birds,Wood-Warblers,Setophaga cerulea,Cerulean Warbler,Special Concern,not listed
Washington,Animal,Birds,Wood-Warblers,Setophaga coronata,Yellow-rumped Warbler,Protected Bird,not listed
Washington,Animal,Birds,Wood-Warblers,Setophaga discolor,Prairie Warbler,Protected Bird,not listed
Washington,Animal,Birds,Wood-Warblers,Setophaga fusca,Blackburnian Warbler,Protected Bird,not listed
Washington,Animal,Birds,Wood-Warblers,Setophaga magnolia,Magnolia Warbler,Protected Bird,not listed
Washington,Animal,Birds,Wood-Warblers,Setophaga pensylvanica,Chestnut-sided Warbler,Protected Bird,not listed
Washington,Animal,Birds,Cormorants,Phalacrocorax auritus,Double-crested Cormorant,Protected Bird,not listed
Washington,Animal,Birds,Wood-Warblers,Setophaga petechia,Yellow Warbler,Protected Bird,not listed
Washington,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon,Endangered,not listed
Washington,Animal,Birds,Wood-Warblers,Setophaga pinus,Pine Warbler,Protected Bird,not listed
Washington,Animal,Birds,Wood-Warblers,Setophaga ruticilla,American Redstart,Protected Bird,not listed
Washington,Animal,Birds,Wood-Warblers,Setophaga virens,Black-throated Green Warbler,Protected Bird,not listed
Washington,Animal,Birds,Wood-Warblers,Vermivora chrysoptera,Golden-winged Warbler,Special Concern,not listed
Washington,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,Threatened,not listed
Washington,Animal,Birds,Wood-Warblers,Vermivora chrysoptera x cyanoptera,Lawrence's Warbler,Protected Bird,not listed
Washington,Animal,Birds,Wrens,Cistothorus platensis,Sedge Wren,Threatened,not listed
Washington,Animal,Birds,Wood-Warblers,Vermivora cyanoptera,Blue-winged Warbler,Protected Bird,not listed
Washington,Animal,Birds,Wood-Warblers,Vermivora cyanoptera x chrysoptera,Brewster's Warbler,Protected Bird,not listed
Washington,Animal,Birds,Wrens,Cistothorus palustris,Marsh Wren,Protected Bird,not listed
Washington,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren,Protected Bird,not listed
Washington,Animal,Birds,Wrens,Troglodytes aedon,House Wren,Protected Bird,not listed
Washington,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Butorides virescens,Green Heron,Protected Bird,not listed
Washington,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush,Protected Bird,not listed
Washington,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Botaurus lentiginosus,American Bittern,Special Concern,not listed
Washington,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter striatus,Sharp-shinned Hawk,Special Concern,not listed
Washington,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo jamaicensis,Red-tailed Hawk,Protected Bird,not listed
Washington,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk,Special Concern,not listed
Washington,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo platypterus,Broad-winged Hawk,Protected Bird,not listed
Washington,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture,Protected Bird,not listed
Washington,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco sparverius,American Kestrel,Protected Bird,not listed
Washington,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey,Special Concern,not listed
Washington,Animal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird,Protected Bird,not listed
Washington,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift,Protected Bird,not listed
Washington,Animal,Birds,Kingfishers,Megaceryle alcyon,Belted Kingfisher,Protected Bird,not listed
Washington,Animal,Birds,Kinglets,Regulus satrapa,Golden-crowned Kinglet,Protected Bird,not listed
Washington,Animal,Birds,Larks,Eremophila alpestris,Horned Lark,Special Concern,not listed
Washington,Animal,Birds,Loons,Gavia immer,Common Loon,Special Concern,not listed
Washington,Animal,Birds,Owls,Asio flammeus,Short-eared Owl,Endangered,not listed
Washington,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird,Protected Bird,not listed
Washington,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird,Protected Bird,not listed
Washington,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher,Protected Bird,not listed
Washington,Animal,Birds,Nightbirds,Antrostomus vociferus,Whip-poor-will,Special Concern,not listed
Washington,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk,Special Concern,not listed
Washington,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch,Protected Bird,not listed
Washington,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch,Protected Bird,not listed
Washington,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Nycticorax nycticorax,Black-crowned Night-Heron,Protected Bird,not listed
Washington,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow,not listed,not listed
Washington,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl,Protected Bird,not listed
Washington,Animal,Birds,Owls,Megascops asio,Eastern Screech-Owl,Protected Bird,not listed
Washington,Animal,Birds,Owls,Strix varia,Barred Owl,Protected Bird,not listed
Washington,Animal,Birds,Owls,Tyto alba,Barn Owl,Protected Bird,not listed
Washington,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon,not listed,not listed
Washington,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove,Protected Bird,not listed
Washington,Animal,Birds,"Rails, Coots and Cranes",Fulica americana,American Coot,Protected Bird - Game with open season,not listed
Washington,Animal,Birds,"Rails, Coots and Cranes",Gallinula galeata,Common Moorhen,Protected Bird - Game with open season,not listed
Washington,Animal,Birds,"Rails, Coots and Cranes",Porzana carolina,Sora,Protected Bird - Game with open season,not listed
Washington,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail,Protected Bird - Game with open season,not listed
Washington,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow,Threatened,not listed
Washington,Animal,Birds,Sparrows and Towhees,Ammodramus savannarum,Grasshopper Sparrow,Special Concern,not listed
Washington,Animal,Birds,Sparrows and Towhees,Junco hyemalis,Dark-eyed Junco,Protected Bird,not listed
Washington,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow,Protected Bird,not listed
Washington,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow,Protected Bird,not listed
Washington,Animal,Birds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow,Protected Bird,not listed
Washington,Animal,Birds,Sparrows and Towhees,Pipilo erythrophthalmus,Eastern Towhee,Protected Bird,not listed
Washington,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow,Protected Bird,not listed
Washington,Animal,Birds,Sparrows and Towhees,Spizella pusilla,Field Sparrow,Protected Bird,not listed
Washington,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,Threatened,not listed
Washington,Animal,Birds,Sparrows and Towhees,Zonotrichia albicollis,White-throated Sparrow,Protected Bird,not listed
Washington,Animal,Birds,Starlings,Sturnus vulgaris,European Starling,not listed,not listed
Washington,Animal,Birds,Swallows,Hirundo rustica,Barn Swallow,Protected Bird,not listed
Washington,Animal,Birds,Swallows,Petrochelidon pyrrhonota,Cliff Swallow,Protected Bird,not listed
Washington,Animal,Birds,Swallows,Progne subis,Purple Martin,Protected Bird,not listed
Washington,Animal,Birds,Swallows,Riparia riparia,Bank Swallow,Protected Bird,not listed
Washington,Animal,Birds,Swallows,Stelgidopteryx serripennis,Northern Rough-winged Swallow,Protected Bird,not listed
Washington,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow,Protected Bird,not listed
Washington,Animal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Veery,Protected Bird,not listed
Washington,Animal,Birds,Thrushes and Bluebirds,Catharus guttatus,Hermit Thrush,Protected Bird,not listed
Washington,Animal,Birds,Thrushes and Bluebirds,Catharus ustulatus,Swainson's Thrush,Protected Bird,not listed
Washington,Animal,Birds,Thrushes and Bluebirds,Sialia sialis,Eastern Bluebird,Protected Bird,not listed
Washington,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ardea herodias,Great Blue Heron,Protected Bird,not listed
Washington,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin,Protected Bird,not listed
Washington,Animal,Birds,Vireos,Vireo flavifrons,Yellow-throated Vireo,Protected Bird,not listed
Washington,Animal,Birds,Vireos,Vireo gilvus,Warbling Vireo,Protected Bird,not listed
Washington,Animal,Dragonflies and Damselflies,Dragonflies,Gomphurus fraternus,Midland Clubtail,not listed,not listed
Washington,Animal,Dragonflies and Damselflies,Dragonflies,Gomphus abbreviatus,Spine-crowned Clubtail,not listed,not listed
Washington,Animal,Dragonflies and Damselflies,Dragonflies,Ophiogomphus aspersus,Brook Snaketail,not listed,not listed
Washington,Animal,Dragonflies and Damselflies,Dragonflies,Neurocordulia obsoleta,Umber Shadowdragon,not listed,not listed
Washington,Animal,Dragonflies and Damselflies,Dragonflies,Gomphus quadricolor,Rapids Clubtail,not listed,not listed
Washington,Animal,Fish,"Minnows, Shiners, Suckers",Notropis heterodon,Blackchin Shiner,not listed,not listed
Washington,Animal,Fish,Darters and Sunfishes,Sander canadensis,Sauger,Game with open season,not listed
Washington,Animal,Fish,Darters and Sunfishes,Ammocrypta pellucida,Eastern Sand Darter,Threatened,not listed
Washington,Animal,Fish,"Minnows, Shiners, Suckers",Notropis bifrenatus,Bridle Shiner,not listed,not listed
Washington,Animal,Fish,"Minnows, Shiners, Suckers",Couesius plumbeus,Lake Chub,not listed,not listed
Washington,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat,not listed,not listed
Washington,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,Threatened,Threatened
Washington,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,not listed,not listed
Washington,Animal,Mussels and Clams,Freshwater Mussels,Ligumia recta,Black Sandshell,not listed,not listed
Washington,Animal,Mussels and Clams,Freshwater Mussels,Leptodea fragilis,Fragile Papershell,not listed,not listed
Washington,Animal,Mussels and Clams,Freshwater Mussels,Potamilus alatus,Pink Heelsplitter,not listed,not listed
Washington,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,Game with open season,not listed
Washington,Animal,Reptiles,Turtles,Clemmys guttata,Spotted Turtle,Special Concern,not listed
Washington,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake,Threatened,not listed
Washington,Animal,Reptiles,Turtles,Glyptemys insculpta,Wood Turtle,Special Concern,not listed
Washington,Animal,Reptiles,Lizards,Plestiodon fasciatus,Five-lined Skink,Game with no open season,not listed
Washington,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake,Game with no open season,not listed
Washington,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake,Game with no open season,not listed
Washington,Animal,Reptiles,Snakes,Nerodia sipedon,Northern Watersnake,Game with no open season,not listed
Washington,Animal,Reptiles,Snakes,Opheodrys vernalis,Smooth Green Snake,Game with no open season,not listed
Washington,Animal,Reptiles,Snakes,Pantherophis spiloides,Eastern Ratsnake,Game with no open season,not listed
Washington,Animal,Reptiles,Turtles,Terrapene carolina,Eastern Box Turtle,Special Concern,not listed
Washington,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake,Game with no open season,not listed
Washington,Animal,Reptiles,Snakes,Storeria occipitomaculata,Red-bellied Snake,Game with no open season,not listed
Washington,Animal,Reptiles,Snakes,Thamnophis sauritus,Eastern Ribbonsnake,Game with no open season,not listed
Washington,Animal,Reptiles,Snakes,Thamnophis sirtalis,Common Gartersnake,Game with no open season,not listed
Washington,Animal,Reptiles,Turtles,Apalone spinifera,Spiny Softshell,Special Concern,not listed
Washington,Animal,Reptiles,Turtles,Graptemys geographica,Common Map Turtle,Game with no open season,not listed
Washington,Animal,Reptiles,Turtles,Chrysemys picta,Painted Turtle,Game with no open season,not listed
